DF 101 AIRFOIL
0.997559 0.069826
0.994337 0.070032
0.984730 0.070804
0.968955 0.072187
0.947427 0.074270
0.920617 0.077057
0.889004 0.080450
0.853169 0.084279
0.813655 0.088263
0.771030 0.092149
0.725809 0.095753
0.678503 0.098911
0.629702 0.101523
0.579861 0.103531
0.529499 0.104801
0.479029 0.105192
0.428881 0.104562
0.379533 0.102805
0.331488 0.099907
0.285252 0.095952
0.241317 0.091045
0.200110 0.085267
0.162057 0.078676
0.127425 0.071182
0.096491 0.062704
0.069535 0.053250
0.046859 0.043074
0.028620 0.032536
0.014859 0.022181
0.005599 0.012681
0.000751 0.004604
0.000000 0.000000
0.000072 -0.000887
0.005303 -0.007318
0.016025 -0.012412
0.031118 -0.016800
0.050324 -0.020520
0.073732 -0.023404
0.101401 -0.025138
0.133384 -0.025498
0.169660 -0.024324
0.209845 -0.021695
0.253440 -0.017814
0.299972 -0.013057
0.348968 -0.007706
0.399941 -0.001956
0.452437 0.004090
0.505838 0.010381
0.559517 0.016851
0.612816 0.023315
0.664984 0.029619
0.715439 0.035603
0.763514 0.041230
0.808623 0.046540
0.850124 0.051557
0.887418 0.056250
0.919972 0.060481
0.947272 0.064014
0.968989 0.066686
0.984773 0.068471
0.994347 0.069451
0.997564 0.069756
