DF 101 AIRFOIL
0.999393 -0.034830
0.996210 -0.034288
0.986736 -0.032516
0.971192 -0.029492
0.950000 -0.025170
0.923629 -0.019596
0.892543 -0.012917
0.857305 -0.005363
0.818424 0.002729
0.776439 0.011049
0.731842 0.019361
0.685125 0.027446
0.636865 0.035145
0.587506 0.042352
0.537553 0.048879
0.487400 0.054543
0.437461 0.059159
0.388200 0.062570
0.340116 0.064710
0.293719 0.065609
0.249512 0.065322
0.207926 0.063882
0.169393 0.061306
0.134167 0.057473
0.102517 0.052274
0.074720 0.045690
0.051105 0.037940
0.031864 0.029366
0.017096 0.020506
0.006894 0.012027
0.001228 0.004500
0.000000 0.000000
-0.000021 -0.000890
0.004509 -0.007832
0.014640 -0.014019
0.029191 -0.019961
0.047903 -0.025667
0.070882 -0.030983
0.098217 -0.035599
0.129988 -0.039300
0.166188 -0.041925
0.206427 -0.043511
0.250190 -0.044208
0.296963 -0.044341
0.346250 -0.044141
0.397545 -0.043751
0.450386 -0.043225
0.504152 -0.042551
0.558214 -0.041727
0.611896 -0.040870
0.664437 -0.040053
0.715242 -0.039376
0.763641 -0.038804
0.809058 -0.038239
0.850857 -0.037587
0.888436 -0.036818
0.921254 -0.036013
0.948774 -0.035353
0.970651 -0.034967
0.986535 -0.034841
0.996160 -0.034867
0.999391 -0.034899
